# country	date	holiday
CN	2029-05-02	holiday
CN	2029-05-03	holiday
CN	2029-10-01	holiday
CN	2029-10-02	holiday
CN	2029-10-03	holiday
CN	2029-10-04	holiday
CN	2029-10-05	holiday
CN	2029-10-06	holiday
CN	2029-10-07	holiday
CN	2030-01-01	holiday
CN	2030-05-01	holiday
CN	2030-05-02	holiday
CN	2030-05-03	holiday
CN	2030-10-01	holiday
CN	2030-10-02	holiday
CN	2030-10-03	holiday
CN	2030-10-04	holiday
CN	2030-10-05	holiday
CN	2030-10-06	holiday
CN	2030-10-07	holiday
CN	2031-01-01	holiday
CN	2031-05-01	holiday
CN	2031-05-02	holiday
CN	2031-05-03	holiday
CN	2031-10-01	holiday
CN	2031-10-02	holiday
CN	2031-10-03	holiday
CN	2031-10-04	holiday
CN	2031-10-05	holiday
CN	2031-10-06	holiday
CN	2031-10-07	holiday
CN	2032-01-01	holiday
CN	2032-05-01	holiday
CN	2032-05-02	holiday
CN	2032-05-03	holiday
CN	2032-10-01	holiday
CN	2032-10-02	holiday
CN	2032-10-03	holiday
CN	2032-10-04	holiday
CN	2032-10-05	holiday
CN	2032-10-06	holiday
CN	2032-10-07	holiday
CN	2033-01-01	holiday
CN	2033-05-01	holiday
CN	2033-05-02	holiday
CN	2033-05-03	holiday
CN	2033-10-01	holiday
CN	2033-10-02	holiday
CN	2033-10-03	holiday
CN	2033-10-04	holiday
CN	2033-10-05	holiday
CN	2033-10-06	holiday
CN	2033-10-07	holiday
CN	2034-01-01	holiday
CN	2034-05-01	holiday
CN	2034-05-02	holiday
CN	2034-05-03	holiday
CN	2034-10-01	holiday
CN	2034-10-02	holiday
CN	2034-10-03	holiday
CN	2034-10-04	holiday
CN	2034-10-05	holiday
CN	2034-10-06	holiday
CN	2034-10-07	holiday
CN	2035-01-01	holiday
CN	2035-05-01	holiday
CN	2035-05-02	holiday
CN	2035-05-03	holiday
CN	2035-10-01	holiday
CN	2035-10-02	holiday
CN	2035-10-03	holiday
CN	2035-10-04	holiday
CN	2035-10-05	holiday
CN	2035-10-06	holiday
CN	2035-10-07	holiday
DE	2019-01-01	holiday
DE	2019-04-19	holiday
DE	2019-04-22	holiday
DE	2019-05-01	holiday
DE	2019-05-30	holiday
DE	2019-06-10	holiday
DE	2019-10-03	holiday
DE	2019-12-25	holiday
DE	2019-12-26	holiday
DE	2020-01-01	holiday
DE	2020-04-10	holiday
DE	2020-04-13	holiday
DE	2020-05-01	holiday
DE	2020-05-21	holiday
DE	2020-06-01	holiday
DE	2020-10-03	holiday
DE	2020-12-25	holiday
DE	2020-12-26	holiday
DE	2021-01-01	holiday
DE	2021-04-02	holiday
DE	2021-04-05	holiday
DE	2021-05-01	holiday
DE	2021-05-13	holiday
DE	2021-05-24	holiday
DE	2021-10-03	holiday
DE	2021-12-25	holiday
DE	2021-12-26	holiday
DE	2022-01-01	holiday
DE	2022-04-15	holiday
DE	2022-04-18	holiday
DE	2022-05-01	holiday
DE	2022-05-26	holiday
DE	2022-06-06	holiday
DE	2022-10-03	holiday
DE	2022-12-25	holiday
DE	2022-12-26	holiday
DE	2023-01-01	holiday
DE	2023-04-07	holiday
DE	2023-04-10	holiday
DE	2023-05-01	holiday
DE	2023-05-18	holiday
DE	2023-05-29	holiday
DE	2023-10-03	holiday
DE	2023-12-25	holiday
DE	2023-12-26	holiday
DE	2024-01-01	holiday
DE	2024-03-29	holiday
DE	2024-04-01	holiday
DE	2024-05-01	holiday
DE	2024-05-09	holiday
DE	2024-05-20	holiday
DE	2024-10-03	holiday
DE	2024-12-25	holiday
DE	2024-12-26	holiday
DE	2025-01-01	holiday
DE	2025-04-18	holiday
DE	2025-04-21	holiday
DE	2025-05-01	holiday
DE	2025-05-29	holiday
DE	2025-06-09	holiday
DE	2025-10-03	holiday
DE	2025-12-25	holiday
DE	2025-12-26	holiday
DE	2026-01-01	holiday
DE	2026-04-03	holiday
DE	2026-04-06	holiday
DE	2026-05-01	holiday
DE	2026-05-14	holiday
DE	2026-05-25	holiday
DE	2026-10-03	holiday
DE	2026-12-25	holiday
DE	2026-12-26	holiday
DE	2027-01-01	holiday
DE	2027-03-26	holiday
DE	2027-03-29	holiday
DE	2027-05-01	holiday
DE	2027-05-06	holiday
DE	2027-05-17	holiday
DE	2027-10-03	holiday
DE	2027-12-25	holiday
DE	2027-12-26	holiday
DE	2028-01-01	holiday
DE	2028-04-14	holiday
DE	2028-04-17	holiday
DE	2028-05-01	holiday
DE	2028-05-25	holiday
DE	2028-06-05	holiday
DE	2028-10-03	holiday
DE	2028-12-25	holiday
DE	2028-12-26	holiday
DE	2029-01-01	holiday
DE	2029-03-30	holiday
DE	2029-04-02	holiday
DE	2029-05-01	holiday
DE	2029-05-10	holiday
DE	2029-05-21	holiday
DE	2029-10-03	holiday
DE	2029-12-25	holiday
DE	2029-12-26	holiday
DE	2030-01-01	holiday
DE	2030-04-19	holiday
DE	2030-04-22	holiday
DE	2030-05-01	holiday
DE	2030-05-30	holiday
DE	2030-06-10	holiday
DE	2030-10-03	holiday
DE	2030-12-25	holiday
DE	2030-12-26	holiday
DE	2031-01-01	holiday
DE	2031-04-11	holiday
DE	2031-04-14	holiday
DE	2031-05-01	holiday
DE	2031-05-22	holiday
DE	2031-06-02	holiday
DE	2031-10-03	holiday
DE	2031-12-25	holiday
DE	2031-12-26	holiday
DE	2032-01-01	holiday
DE	2032-03-26	holiday
DE	2032-03-29	holiday
DE	2032-05-01	holiday
DE	2032-05-06	holiday
DE	2032-05-17	holiday
DE	2032-10-03	holiday
DE	2032-12-25	holiday
DE	2032-12-26	holiday
DE	2033-01-01	holiday
DE	2033-04-15	holiday
DE	2033-04-18	holiday
DE	2033-05-01	holiday
DE	2033-05-26	holiday
DE	2033-06-06	holiday
DE	2033-10-03	holiday
DE	2033-12-25	holiday
DE	2033-12-26	holiday
DE	2034-01-01	holiday
DE	2034-04-07	holiday
DE	2034-04-10	holiday
DE	2034-05-01	holiday
DE	2034-05-18	holiday
DE	2034-05-29	holiday
DE	2034-10-03	holiday
DE	2034-12-25	holiday
DE	2034-12-26	holiday
DE	2035-01-01	holiday
DE	2035-03-23	holiday
DE	2035-03-26	holiday
DE	2035-05-01	holiday
DE	2035-05-03	holiday
DE	2035-05-14	holiday
DE	2035-10-03	holiday
DE	2035-12-25	holiday
DE	2035-12-26	holiday
ES	2019-01-01	holiday
ES	2019-01-06	holiday
ES	2019-04-19	holiday
ES	2019-05-01	holiday
ES	2019-08-15	holiday
ES	2019-10-12	holiday
ES	2019-11-01	holiday
ES	2019-12-06	holiday
ES	2019-12-08	holiday
ES	2019-12-25	holiday
ES	2020-01-01	holiday
ES	2020-01-06	holiday
ES	2020-04-10	holiday
ES	2020-05-01	holiday
ES	2020-08-15	holiday
ES	2020-10-12	holiday
ES	2020-11-01	holiday
ES	2020-12-06	holiday
ES	2020-12-08	holiday
ES	2020-12-25	holiday
ES	2021-01-01	holiday
ES	2021-01-06	holiday
ES	2021-04-02	holiday
ES	2021-05-01	holiday
ES	2021-08-15	holiday
ES	2021-10-12	holiday
ES	2021-11-01	holiday
ES	2021-12-06	holiday
ES	2021-12-08	holiday
ES	2021-12-25	holiday
ES	2022-01-01	holiday
ES	2022-01-06	holiday
ES	2022-04-15	holiday
ES	2022-05-01	holiday
ES	2022-08-15	holiday
ES	2022-10-12	holiday
ES	2022-11-01	holiday
ES	2022-12-06	holiday
ES	2022-12-08	holiday
ES	2022-12-25	holiday
ES	2023-01-01	holiday
ES	2023-01-06	holiday
ES	2023-04-07	holiday
ES	2023-05-01	holiday
ES	2023-08-15	holiday
ES	2023-10-12	holiday
ES	2023-11-01	holiday
ES	2023-12-06	holiday
ES	2023-12-08	holiday
ES	2023-12-25	holiday
ES	2024-01-01	holiday
ES	2024-01-06	holiday
ES	2024-03-29	holiday
ES	2024-05-01	holiday
ES	2024-08-15	holiday
ES	2024-10-12	holiday
ES	2024-11-01	holiday
ES	2024-12-06	holiday
ES	2024-12-08	holiday
ES	2024-12-25	holiday
ES	2025-01-01	holiday
ES	2025-01-06	holiday
ES	2025-04-18	holiday
ES	2025-05-01	holiday
ES	2025-08-15	holiday
ES	2025-10-12	holiday
ES	2025-11-01	holiday
ES	2025-12-06	holiday
ES	2025-12-08	holiday
ES	2025-12-25	holiday
ES	2026-01-01	holiday
ES	2026-01-06	holiday
ES	2026-04-03	holiday
ES	2026-05-01	holiday
ES	2026-08-15	holiday
ES	2026-10-12	holiday
ES	2026-11-01	holiday
ES	2026-12-06	holiday
ES	2026-12-08	holiday
ES	2026-12-25	holiday
ES	2027-01-01	holiday
ES	2027-01-06	holiday
ES	2027-03-26	holiday
ES	2027-05-01	holiday
ES	2027-08-15	holiday
ES	2027-10-12	holiday
ES	2027-11-01	holiday
ES	2027-12-06	holiday
ES	2027-12-08	holiday
ES	2027-12-25	holiday
ES	2028-01-01	holiday
ES	2028-01-06	holiday
ES	2028-04-14	holiday
ES	2028-05-01	holiday
ES	2028-08-15	holiday
ES	2028-10-12	holiday
ES	2028-11-01	holiday
ES	2028-12-06	holiday
ES	2028-12-08	holiday
ES	2028-12-25	holiday
ES	2029-01-01	holiday
ES	2029-01-06	holiday
ES	2029-03-30	holiday
ES	2029-05-01	holiday
ES	2029-08-15	holiday
ES	2029-10-12	holiday
ES	2029-11-01	holiday
ES	2029-12-06	holiday
ES	2029-12-08	holiday
ES	2029-12-25	holiday
ES	2030-01-01	holiday
ES	2030-01-06	holiday
ES	2030-04-19	holiday
ES	2030-05-01	holiday
ES	2030-08-15	holiday
ES	2030-10-12	holiday
ES	2030-11-01	holiday
ES	2030-12-06	holiday
ES	2030-12-08	holiday
ES	2030-12-25	holiday
ES	2031-01-01	holiday
ES	2031-01-06	holiday
ES	2031-04-11	holiday
ES	2031-05-01	holiday
ES	2031-08-15	holiday
ES	2031-10-12	holiday
ES	2031-11-01	holiday
ES	2031-12-06	holiday
ES	2031-12-08	holiday
ES	2031-12-25	holiday
ES	2032-01-01	holiday
ES	2032-01-06	holiday
ES	2032-03-26	holiday
ES	2032-05-01	holiday
ES	2032-08-15	holiday
ES	2032-10-12	holiday
ES	2032-11-01	holiday
ES	2032-12-06	holiday
ES	2032-12-08	holiday
ES	2032-12-25	holiday
ES	2033-01-01	holiday
ES	2033-01-06	holiday
ES	2033-04-15	holiday
ES	2033-05-01	holiday
ES	2033-08-15	holiday
ES	2033-10-12	holiday
ES	2033-11-01	holiday
ES	2033-12-06	holiday
ES	2033-12-08	holiday
ES	2033-12-25	holiday
ES	2034-01-01	holiday
ES	2034-01-06	holiday
ES	2034-04-07	holiday
ES	2034-05-01	holiday
ES	2034-08-15	holiday
ES	2034-10-12	holiday
ES	2034-11-01	holiday
ES	2034-12-06	holiday
ES	2034-12-08	holiday
ES	2034-12-25	holiday
ES	2035-01-01	holiday
ES	2035-01-06	holiday
ES	2035-03-23	holiday
ES	2035-05-01	holiday
ES	2035-08-15	holiday
ES	2035-10-12	holiday
ES	2035-11-01	holiday
ES	2035-12-06	holiday
ES	2035-12-08	holiday
ES	2035-12-25	holiday
FR	2019-01-01	holiday
FR	2019-04-22	holiday
FR	2019-05-01	holiday
FR	2019-05-08	holiday
FR	2019-05-30	holiday
FR	2019-06-10	holiday
FR	2019-07-14	holiday
FR	2019-08-15	holiday
FR	2019-11-01	holiday
FR	2019-11-11	holiday
FR	2019-12-25	holiday
FR	2020-01-01	holiday
FR	2020-04-13	holiday
FR	2020-05-01	holiday
FR	2020-05-08	holiday
FR	2020-05-21	holiday
FR	2020-06-01	holiday
FR	2020-07-14	holiday
FR	2020-08-15	holiday
FR	2020-11-01	holiday
FR	2020-11-11	holiday
FR	2020-12-25	holiday
FR	2021-01-01	holiday
FR	2021-04-05	holiday
FR	2021-05-01	holiday
FR	2021-05-08	holiday
FR	2021-05-13	holiday
FR	2021-05-24	holiday
FR	2021-07-14	holiday
FR	2021-08-15	holiday
FR	2021-11-01	holiday
FR	2021-11-11	holiday
FR	2021-12-25	holiday
FR	2022-01-01	holiday
FR	2022-04-18	holiday
FR	2022-05-01	holiday
FR	2022-05-08	holiday
FR	2022-05-26	holiday
FR	2022-06-06	holiday
FR	2022-07-14	holiday
FR	2022-08-15	holiday
FR	2022-11-01	holiday
FR	2022-11-11	holiday
FR	2022-12-25	holiday
FR	2023-01-01	holiday
FR	2023-04-10	holiday
FR	2023-05-01	holiday
FR	2023-05-08	holiday
FR	2023-05-18	holiday
FR	2023-05-29	holiday
FR	2023-07-14	holiday
FR	2023-08-15	holiday
FR	2023-11-01	holiday
FR	2023-11-11	holiday
FR	2023-12-25	holiday
FR	2024-01-01	holiday
FR	2024-04-01	holiday
FR	2024-05-01	holiday
FR	2024-05-08	holiday
FR	2024-05-09	holiday
FR	2024-05-20	holiday
FR	2024-07-14	holiday
FR	2024-08-15	holiday
FR	2024-11-01	holiday
FR	2024-11-11	holiday
FR	2024-12-25	holiday
FR	2025-01-01	holiday
FR	2025-04-21	holiday
FR	2025-05-01	holiday
FR	2025-05-08	holiday
FR	2025-05-29	holiday
FR	2025-06-09	holiday
FR	2025-07-14	holiday
FR	2025-08-15	holiday
FR	2025-11-01	holiday
FR	2025-11-11	holiday
FR	2025-12-25	holiday
FR	2026-01-01	holiday
FR	2026-04-06	holiday
FR	2026-05-01	holiday
FR	2026-05-08	holiday
FR	2026-05-14	holiday
FR	2026-05-25	holiday
FR	2026-07-14	holiday
FR	2026-08-15	holiday
FR	2026-11-01	holiday
FR	2026-11-11	holiday
FR	2026-12-25	holiday
FR	2027-01-01	holiday
FR	2027-03-29	holiday
FR	2027-05-01	holiday
FR	2027-05-08	holiday
FR	2027-05-06	holiday
FR	2027-05-17	holiday
FR	2027-07-14	holiday
FR	2027-08-15	holiday
FR	2027-11-01	holiday
FR	2027-11-11	holiday
FR	2027-12-25	holiday
FR	2028-01-01	holiday
FR	2028-04-17	holiday
FR	2028-05-01	holiday
FR	2028-05-08	holiday
FR	2028-05-25	holiday
FR	2028-06-05	holiday
FR	2028-07-14	holiday
FR	2028-08-15	holiday
FR	2028-11-01	holiday
FR	2028-11-11	holiday
FR	2028-12-25	holiday
FR	2029-01-01	holiday
FR	2029-04-02	holiday
FR	2029-05-01	holiday
FR	2029-05-08	holiday
FR	2029-05-10	holiday
FR	2029-05-21	holiday
FR	2029-07-14	holiday
FR	2029-08-15	holiday
FR	2029-11-01	holiday
FR	2029-11-11	holiday
FR	2029-12-25	holiday
FR	2030-01-01	holiday
FR	2030-04-22	holiday
FR	2030-05-01	holiday
FR	2030-05-08	holiday
FR	2030-05-30	holiday
FR	2030-06-10	holiday
FR	2030-07-14	holiday
FR	2030-08-15	holiday
FR	2030-11-01	holiday
FR	2030-11-11	holiday
FR	2030-12-25	holiday
FR	2031-01-01	holiday
FR	2031-04-14	holiday
FR	2031-05-01	holiday
FR	2031-05-08	holiday
FR	2031-05-22	holiday
FR	2031-06-02	holiday
FR	2031-07-14	holiday
FR	2031-08-15	holiday
FR	2031-11-01	holiday
FR	2031-11-11	holiday
FR	2031-12-25	holiday
FR	2032-01-01	holiday
FR	2032-03-29	holiday
FR	2032-05-01	holiday
FR	2032-05-08	holiday
FR	2032-05-06	holiday
FR	2032-05-17	holiday
FR	2032-07-14	holiday
FR	2032-08-15	holiday
FR	2032-11-01	holiday
FR	2032-11-11	holiday
FR	2032-12-25	holiday
FR	2033-01-01	holiday
FR	2033-04-18	holiday
FR	2033-05-01	holiday
FR	2033-05-08	holiday
FR	2033-05-26	holiday
FR	2033-06-06	holiday
FR	2033-07-14	holiday
FR	2033-08-15	holiday
FR	2033-11-01	holiday
FR	2033-11-11	holiday
FR	2033-12-25	holiday
FR	2034-01-01	holiday
FR	2034-04-10	holiday
FR	2034-05-01	holiday
FR	2034-05-08	holiday
FR	2034-05-18	holiday
FR	2034-05-29	holiday
FR	2034-07-14	holiday
FR	2034-08-15	holiday
FR	2034-11-01	holiday
FR	2034-11-11	holiday
FR	2034-12-25	holiday
FR	2035-01-01	holiday
FR	2035-03-26	holiday
FR	2035-05-01	holiday
FR	2035-05-08	holiday
FR	2035-05-03	holiday
FR	2035-05-14	holiday
FR	2035-07-14	holiday
FR	2035-08-15	holiday
FR	2035-11-01	holiday
FR	2035-11-11	holiday
FR	2035-12-25	holiday
GB	2019-01-01	holiday
GB	2019-04-19	holiday
GB	2019-04-22	holiday
GB	2019-05-06	holiday
GB	2019-05-27	holiday
GB	2019-08-26	holiday
GB	2019-12-25	holiday
GB	2019-12-26	holiday
GB	2020-01-01	holiday
GB	2020-04-10	holiday
GB	2020-04-13	holiday
GB	2020-05-04	holiday
GB	2020-05-25	holiday
GB	2020-08-31	holiday
GB	2020-12-25	holiday
GB	2020-12-26	holiday
GB	2021-01-01	holiday
GB	2021-04-02	holiday
GB	2021-04-05	holiday
GB	2021-05-03	holiday
GB	2021-05-31	holiday
GB	2021-08-30	holiday
GB	2021-12-25	holiday
GB	2021-12-26	holiday
GB	2022-01-01	holiday
GB	2022-04-15	holiday
GB	2022-04-18	holiday
GB	2022-05-02	holiday
GB	2022-05-30	holiday
GB	2022-08-29	holiday
GB	2022-12-25	holiday
GB	2022-12-26	holiday
GB	2023-01-01	holiday
GB	2023-04-07	holiday
GB	2023-04-10	holiday
GB	2023-05-01	holiday
GB	2023-05-29	holiday
GB	2023-08-28	holiday
GB	2023-12-25	holiday
GB	2023-12-26	holiday
GB	2024-01-01	holiday
GB	2024-03-29	holiday
GB	2024-04-01	holiday
GB	2024-05-06	holiday
GB	2024-05-27	holiday
GB	2024-08-26	holiday
GB	2024-12-25	holiday
GB	2024-12-26	holiday
GB	2025-01-01	holiday
GB	2025-04-18	holiday
GB	2025-04-21	holiday
GB	2025-05-05	holiday
GB	2025-05-26	holiday
GB	2025-08-25	holiday
GB	2025-12-25	holiday
GB	2025-12-26	holiday
GB	2026-01-01	holiday
GB	2026-04-03	holiday
GB	2026-04-06	holiday
GB	2026-05-04	holiday
GB	2026-05-25	holiday
GB	2026-08-31	holiday
GB	2026-12-25	holiday
GB	2026-12-26	holiday
GB	2027-01-01	holiday
GB	2027-03-26	holiday
GB	2027-03-29	holiday
GB	2027-05-03	holiday
GB	2027-05-31	holiday
GB	2027-08-30	holiday
GB	2027-12-25	holiday
GB	2027-12-26	holiday
GB	2028-01-01	holiday
GB	2028-04-14	holiday
GB	2028-04-17	holiday
GB	2028-05-01	holiday
GB	2028-05-29	holiday
GB	2028-08-28	holiday
GB	2028-12-25	holiday
GB	2028-12-26	holiday
GB	2029-01-01	holiday
GB	2029-03-30	holiday
GB	2029-04-02	holiday
GB	2029-05-07	holiday
GB	2029-05-28	holiday
GB	2029-08-27	holiday
GB	2029-12-25	holiday
GB	2029-12-26	holiday
GB	2030-01-01	holiday
GB	2030-04-19	holiday
GB	2030-04-22	holiday
GB	2030-05-06	holiday
GB	2030-05-27	holiday
GB	2030-08-26	holiday
GB	2030-12-25	holiday
GB	2030-12-26	holiday
GB	2031-01-01	holiday
GB	2031-04-11	holiday
GB	2031-04-14	holiday
GB	2031-05-05	holiday
GB	2031-05-26	holiday
GB	2031-08-25	holiday
GB	2031-12-25	holiday
GB	2031-12-26	holiday
GB	2032-01-01	holiday
GB	2032-03-26	holiday
GB	2032-03-29	holiday
GB	2032-05-03	holiday
GB	2032-05-31	holiday
GB	2032-08-30	holiday
GB	2032-12-25	holiday
GB	2032-12-26	holiday
GB	2033-01-01	holiday
GB	2033-04-15	holiday
GB	2033-04-18	holiday
GB	2033-05-02	holiday
GB	2033-05-30	holiday
GB	2033-08-29	holiday
GB	2033-12-25	holiday
GB	2033-12-26	holiday
GB	2034-01-01	holiday
GB	2034-04-07	holiday
GB	2034-04-10	holiday
GB	2034-05-01	holiday
GB	2034-05-29	holiday
GB	2034-08-28	holiday
GB	2034-12-25	holiday
GB	2034-12-26	holiday
GB	2035-01-01	holiday
GB	2035-03-23	holiday
GB	2035-03-26	holiday
GB	2035-05-07	holiday
GB	2035-05-28	holiday
GB	2035-08-27	holiday
GB	2035-12-25	holiday
GB	2035-12-26	holiday
IE	2019-01-01	holiday
IE	2019-03-17	holiday
IE	2019-04-22	holiday
IE	2019-05-06	holiday
IE	2019-06-03	holiday
IE	2019-08-05	holiday
IE	2019-10-28	holiday
IE	2019-12-25	holiday
IE	2019-12-26	holiday
IE	2020-01-01	holiday
IE	2020-03-17	holiday
IE	2020-04-13	holiday
IE	2020-05-04	holiday
IE	2020-06-01	holiday
IE	2020-08-03	holiday
IE	2020-10-26	holiday
IE	2020-12-25	holiday
IE	2020-12-26	holiday
IE	2021-01-01	holiday
IE	2021-03-17	holiday
IE	2021-04-05	holiday
IE	2021-05-03	holiday
IE	2021-06-07	holiday
IE	2021-08-02	holiday
IE	2021-10-25	holiday
IE	2021-12-25	holiday
IE	2021-12-26	holiday
IE	2022-01-01	holiday
IE	2022-03-17	holiday
IE	2022-04-18	holiday
IE	2022-05-02	holiday
IE	2022-06-06	holiday
IE	2022-08-01	holiday
IE	2022-10-31	holiday
IE	2022-12-25	holiday
IE	2022-12-26	holiday
IE	2023-01-01	holiday
IE	2023-03-17	holiday
IE	2023-04-10	holiday
IE	2023-05-01	holiday
IE	2023-06-05	holiday
IE	2023-08-07	holiday
IE	2023-10-30	holiday
IE	2023-12-25	holiday
IE	2023-12-26	holiday
IE	2024-01-01	holiday
IE	2024-03-17	holiday
IE	2024-04-01	holiday
IE	2024-05-06	holiday
IE	2024-06-03	holiday
IE	2024-08-05	holiday
IE	2024-10-28	holiday
IE	2024-12-25	holiday
IE	2024-12-26	holiday
IE	2025-01-01	holiday
IE	2025-03-17	holiday
IE	2025-04-21	holiday
IE	2025-05-05	holiday
IE	2025-06-02	holiday
IE	2025-08-04	holiday
IE	2025-10-27	holiday
IE	2025-12-25	holiday
IE	2025-12-26	holiday
IE	2026-01-01	holiday
IE	2026-03-17	holiday
IE	2026-04-06	holiday
IE	2026-05-04	holiday
IE	2026-06-01	holiday
IE	2026-08-03	holiday
IE	2026-10-26	holiday
IE	2026-12-25	holiday
IE	2026-12-26	holiday
IE	2027-01-01	holiday
IE	2027-03-17	holiday
IE	2027-03-29	holiday
IE	2027-05-03	holiday
IE	2027-06-07	holiday
IE	2027-08-02	holiday
IE	2027-10-25	holiday
IE	2027-12-25	holiday
IE	2027-12-26	holiday
IE	2028-01-01	holiday
IE	2028-03-17	holiday
IE	2028-04-17	holiday
IE	2028-05-01	holiday
IE	2028-06-05	holiday
IE	2028-08-07	holiday
IE	2028-10-30	holiday
IE	2028-12-25	holiday
IE	2028-12-26	holiday
IE	2029-01-01	holiday
IE	2029-03-17	holiday
IE	2029-04-02	holiday
IE	2029-05-07	holiday
IE	2029-06-04	holiday
IE	2029-08-06	holiday
IE	2029-10-29	holiday
IE	2029-12-25	holiday
IE	2029-12-26	holiday
IE	2030-01-01	holiday
IE	2030-03-17	holiday
IE	2030-04-22	holiday
IE	2030-05-06	holiday
IE	2030-06-03	holiday
IE	2030-08-05	holiday
IE	2030-10-28	holiday
IE	2030-12-25	holiday
IE	2030-12-26	holiday
IE	2031-01-01	holiday
IE	2031-03-17	holiday
IE	2031-04-14	holiday
IE	2031-05-05	holiday
IE	2031-06-02	holiday
IE	2031-08-04	holiday
IE	2031-10-27	holiday
IE	2031-12-25	holiday
IE	2031-12-26	holiday
IE	2032-01-01	holiday
IE	2032-03-17	holiday
IE	2032-03-29	holiday
IE	2032-05-03	holiday
IE	2032-06-07	holiday
IE	2032-08-02	holiday
IE	2032-10-25	holiday
IE	2032-12-25	holiday
IE	2032-12-26	holiday
IE	2033-01-01	holiday
IE	2033-03-17	holiday
IE	2033-04-18	holiday
IE	2033-05-02	holiday
IE	2033-06-06	holiday
IE	2033-08-01	holiday
IE	2033-10-31	holiday
IE	2033-12-25	holiday
IE	2033-12-26	holiday
IE	2034-01-01	holiday
IE	2034-03-17	holiday
IE	2034-04-10	holiday
IE	2034-05-01	holiday
IE	2034-06-05	holiday
IE	2034-08-07	holiday
IE	2034-10-30	holiday
IE	2034-12-25	holiday
IE	2034-12-26	holiday
IE	2035-01-01	holiday
IE	2035-03-17	holiday
IE	2035-03-26	holiday
IE	2035-05-07	holiday
IE	2035-06-04	holiday
IE	2035-08-06	holiday
IE	2035-10-29	holiday
IE	2035-12-25	holiday
IE	2035-12-26	holiday
IN	2019-01-26	holiday
IN	2019-08-15	holiday
IN	2019-10-02	holiday
IN	2020-01-26	holiday
IN	2020-08-15	holiday
IN	2020-10-02	holiday
IN	2021-01-26	holiday
IN	2021-08-15	holiday
IN	2021-10-02	holiday
IN	2022-01-26	holiday
IN	2022-08-15	holiday
IN	2022-10-02	holiday
IN	2023-01-26	holiday
IN	2023-08-15	holiday
IN	2023-10-02	holiday
IN	2024-01-26	holiday
IN	2024-08-15	holiday
IN	2024-10-02	holiday
IN	2025-01-26	holiday
IN	2025-08-15	holiday
IN	2025-10-02	holiday
IN	2026-01-26	holiday
IN	2026-08-15	holiday
IN	2026-10-02	holiday
IN	2027-01-26	holiday
IN	2027-08-15	holiday
IN	2027-10-02	holiday
IN	2028-01-26	holiday
IN	2028-08-15	holiday
IN	2028-10-02	holiday
IN	2029-01-26	holiday
IN	2029-08-15	holiday
IN	2029-10-02	holiday
IN	2030-01-26	holiday
IN	2030-08-15	holiday
IN	2030-10-02	holiday
IN	2031-01-26	holiday
IN	2031-08-15	holiday
IN	2031-10-02	holiday
IN	2032-01-26	holiday
IN	2032-08-15	holiday
IN	2032-10-02	holiday
IN	2033-01-26	holiday
IN	2033-08-15	holiday
IN	2033-10-02	holiday
IN	2034-01-26	holiday
IN	2034-08-15	holiday
IN	2034-10-02	holiday
IN	2035-01-26	holiday
IN	2035-08-15	holiday
IN	2035-10-02	holiday
IT	2019-01-01	holiday
IT	2019-01-06	holiday
IT	2019-04-22	holiday
IT	2019-04-25	holiday
IT	2019-05-01	holiday
IT	2019-06-02	holiday
IT	2019-08-15	holiday
IT	2019-11-01	holiday
IT	2019-12-08	holiday
IT	2019-12-25	holiday
IT	2019-12-26	holiday
IT	2020-01-01	holiday
IT	2020-01-06	holiday
IT	2020-04-13	holiday
IT	2020-04-25	holiday
IT	2020-05-01	holiday
IT	2020-06-02	holiday
IT	2020-08-15	holiday
IT	2020-11-01	holiday
IT	2020-12-08	holiday
IT	2020-12-25	holiday
IT	2020-12-26	holiday
IT	2021-01-01	holiday
IT	2021-01-06	holiday
IT	2021-04-05	holiday
IT	2021-04-25	holiday
IT	2021-05-01	holiday
IT	2021-06-02	holiday
IT	2021-08-15	holiday
IT	2021-11-01	holiday
IT	2021-12-08	holiday
IT	2021-12-25	holiday
IT	2021-12-26	holiday
IT	2022-01-01	holiday
IT	2022-01-06	holiday
IT	2022-04-18	holiday
IT	2022-04-25	holiday
IT	2022-05-01	holiday
IT	2022-06-02	holiday
IT	2022-08-15	holiday
IT	2022-11-01	holiday
IT	2022-12-08	holiday
IT	2022-12-25	holiday
IT	2022-12-26	holiday
IT	2023-01-01	holiday
IT	2023-01-06	holiday
IT	2023-04-10	holiday
IT	2023-04-25	holiday
IT	2023-05-01	holiday
IT	2023-06-02	holiday
IT	2023-08-15	holiday
IT	2023-11-01	holiday
IT	2023-12-08	holiday
IT	2023-12-25	holiday
IT	2023-12-26	holiday
IT	2024-01-01	holiday
IT	2024-01-06	holiday
IT	2024-04-01	holiday
IT	2024-04-25	holiday
IT	2024-05-01	holiday
IT	2024-06-02	holiday
IT	2024-08-15	holiday
IT	2024-11-01	holiday
IT	2024-12-08	holiday
IT	2024-12-25	holiday
IT	2024-12-26	holiday
IT	2025-01-01	holiday
IT	2025-01-06	holiday
IT	2025-04-21	holiday
IT	2025-04-25	holiday
IT	2025-05-01	holiday
IT	2025-06-02	holiday
IT	2025-08-15	holiday
IT	2025-11-01	holiday
