# country	date	holiday
IT	2025-12-08	holiday
IT	2025-12-25	holiday
IT	2025-12-26	holiday
IT	2026-01-01	holiday
IT	2026-01-06	holiday
IT	2026-04-06	holiday
IT	2026-04-25	holiday
IT	2026-05-01	holiday
IT	2026-06-02	holiday
IT	2026-08-15	holiday
IT	2026-11-01	holiday
IT	2026-12-08	holiday
IT	2026-12-25	holiday
IT	2026-12-26	holiday
IT	2027-01-01	holiday
IT	2027-01-06	holiday
IT	2027-03-29	holiday
IT	2027-04-25	holiday
IT	2027-05-01	holiday
IT	2027-06-02	holiday
IT	2027-08-15	holiday
IT	2027-11-01	holiday
IT	2027-12-08	holiday
IT	2027-12-25	holiday
IT	2027-12-26	holiday
IT	2028-01-01	holiday
IT	2028-01-06	holiday
IT	2028-04-17	holiday
IT	2028-04-25	holiday
IT	2028-05-01	holiday
IT	2028-06-02	holiday
IT	2028-08-15	holiday
IT	2028-11-01	holiday
IT	2028-12-08	holiday
IT	2028-12-25	holiday
IT	2028-12-26	holiday
IT	2029-01-01	holiday
IT	2029-01-06	holiday
IT	2029-04-02	holiday
IT	2029-04-25	holiday
IT	2029-05-01	holiday
IT	2029-06-02	holiday
IT	2029-08-15	holiday
IT	2029-11-01	holiday
IT	2029-12-08	holiday
IT	2029-12-25	holiday
IT	2029-12-26	holiday
IT	2030-01-01	holiday
IT	2030-01-06	holiday
IT	2030-04-22	holiday
IT	2030-04-25	holiday
IT	2030-05-01	holiday
IT	2030-06-02	holiday
IT	2030-08-15	holiday
IT	2030-11-01	holiday
IT	2030-12-08	holiday
IT	2030-12-25	holiday
IT	2030-12-26	holiday
IT	2031-01-01	holiday
IT	2031-01-06	holiday
IT	2031-04-14	holiday
IT	2031-04-25	holiday
IT	2031-05-01	holiday
IT	2031-06-02	holiday
IT	2031-08-15	holiday
IT	2031-11-01	holiday
IT	2031-12-08	holiday
IT	2031-12-25	holiday
IT	2031-12-26	holiday
IT	2032-01-01	holiday
IT	2032-01-06	holiday
IT	2032-03-29	holiday
IT	2032-04-25	holiday
IT	2032-05-01	holiday
IT	2032-06-02	holiday
IT	2032-08-15	holiday
IT	2032-11-01	holiday
IT	2032-12-08	holiday
IT	2032-12-25	holiday
IT	2032-12-26	holiday
IT	2033-01-01	holiday
IT	2033-01-06	holiday
IT	2033-04-18	holiday
IT	2033-04-25	holiday
IT	2033-05-01	holiday
IT	2033-06-02	holiday
IT	2033-08-15	holiday
IT	2033-11-01	holiday
IT	2033-12-08	holiday
IT	2033-12-25	holiday
IT	2033-12-26	holiday
IT	2034-01-01	holiday
IT	2034-01-06	holiday
IT	2034-04-10	holiday
IT	2034-04-25	holiday
IT	2034-05-01	holiday
IT	2034-06-02	holiday
IT	2034-08-15	holiday
IT	2034-11-01	holiday
IT	2034-12-08	holiday
IT	2034-12-25	holiday
IT	2034-12-26	holiday
IT	2035-01-01	holiday
IT	2035-01-06	holiday
IT	2035-03-26	holiday
IT	2035-04-25	holiday
IT	2035-05-01	holiday
IT	2035-06-02	holiday
IT	2035-08-15	holiday
IT	2035-11-01	holiday
IT	2035-12-08	holiday
IT	2035-12-25	holiday
IT	2035-12-26	holiday
JP	2019-01-01	holiday
JP	2019-01-14	holiday
JP	2019-02-11	holiday
JP	2019-02-23	holiday
JP	2019-03-21	holiday
JP	2019-04-29	holiday
JP	2019-05-03	holiday
JP	2019-05-04	holiday
JP	2019-05-05	holiday
JP	2019-07-15	holiday
JP	2019-08-11	holiday
JP	2019-09-16	holiday
JP	2019-09-23	holiday
JP	2019-10-14	holiday
JP	2019-11-03	holiday
JP	2019-11-23	holiday
JP	2020-01-01	holiday
JP	2020-01-13	holiday
JP	2020-02-11	holiday
JP	2020-02-23	holiday
JP	2020-03-20	holiday
JP	2020-04-29	holiday
JP	2020-05-03	holiday
JP	2020-05-04	holiday
JP	2020-05-05	holiday
JP	2020-07-20	holiday
JP	2020-08-11	holiday
JP	2020-09-21	holiday
JP	2020-09-22	holiday
JP	2020-10-12	holiday
JP	2020-11-03	holiday
JP	2020-11-23	holiday
JP	2021-01-01	holiday
JP	2021-01-11	holiday
JP	2021-02-11	holiday
JP	2021-02-23	holiday
JP	2021-03-20	holiday
JP	2021-04-29	holiday
JP	2021-05-03	holiday
JP	2021-05-04	holiday
JP	2021-05-05	holiday
JP	2021-07-19	holiday
JP	2021-08-11	holiday
JP	2021-09-20	holiday
JP	2021-09-23	holiday
JP	2021-10-11	holiday
JP	2021-11-03	holiday
JP	2021-11-23	holiday
JP	2022-01-01	holiday
JP	2022-01-10	holiday
JP	2022-02-11	holiday
JP	2022-02-23	holiday
JP	2022-03-21	holiday
JP	2022-04-29	holiday
JP	2022-05-03	holiday
JP	2022-05-04	holiday
JP	2022-05-05	holiday
JP	2022-07-18	holiday
JP	2022-08-11	holiday
JP	2022-09-19	holiday
JP	2022-09-23	holiday
JP	2022-10-10	holiday
JP	2022-11-03	holiday
JP	2022-11-23	holiday
JP	2023-01-01	holiday
JP	2023-01-09	holiday
JP	2023-02-11	holiday
JP	2023-02-23	holiday
JP	2023-03-21	holiday
JP	2023-04-29	holiday
JP	2023-05-03	holiday
JP	2023-05-04	holiday
JP	2023-05-05	holiday
JP	2023-07-17	holiday
JP	2023-08-11	holiday
JP	2023-09-18	holiday
JP	2023-09-23	holiday
JP	2023-10-09	holiday
JP	2023-11-03	holiday
JP	2023-11-23	holiday
JP	2024-01-01	holiday
JP	2024-01-08	holiday
JP	2024-02-11	holiday
JP	2024-02-23	holiday
JP	2024-03-20	holiday
JP	2024-04-29	holiday
JP	2024-05-03	holiday
JP	2024-05-04	holiday
JP	2024-05-05	holiday
JP	2024-07-15	holiday
JP	2024-08-11	holiday
JP	2024-09-16	holiday
JP	2024-09-22	holiday
JP	2024-10-14	holiday
JP	2024-11-03	holiday
JP	2024-11-23	holiday
JP	2025-01-01	holiday
JP	2025-01-13	holiday
JP	2025-02-11	holiday
JP	2025-02-23	holiday
JP	2025-03-20	holiday
JP	2025-04-29	holiday
JP	2025-05-03	holiday
JP	2025-05-04	holiday
JP	2025-05-05	holiday
JP	2025-07-21	holiday
JP	2025-08-11	holiday
JP	2025-09-15	holiday
JP	2025-09-23	holiday
JP	2025-10-13	holiday
JP	2025-11-03	holiday
JP	2025-11-23	holiday
JP	2026-01-01	holiday
JP	2026-01-12	holiday
JP	2026-02-11	holiday
JP	2026-02-23	holiday
JP	2026-03-20	holiday
JP	2026-04-29	holiday
JP	2026-05-03	holiday
JP	2026-05-04	holiday
JP	2026-05-05	holiday
JP	2026-07-20	holiday
JP	2026-08-11	holiday
JP	2026-09-21	holiday
JP	2026-09-23	holiday
JP	2026-10-12	holiday
JP	2026-11-03	holiday
JP	2026-11-23	holiday
JP	2027-01-01	holiday
JP	2027-01-11	holiday
JP	2027-02-11	holiday
JP	2027-02-23	holiday
JP	2027-03-21	holiday
JP	2027-04-29	holiday
JP	2027-05-03	holiday
JP	2027-05-04	holiday
JP	2027-05-05	holiday
JP	2027-07-19	holiday
JP	2027-08-11	holiday
JP	2027-09-20	holiday
JP	2027-09-23	holiday
JP	2027-10-11	holiday
JP	2027-11-03	holiday
JP	2027-11-23	holiday
JP	2028-01-01	holiday
JP	2028-01-10	holiday
JP	2028-02-11	holiday
JP	2028-02-23	holiday
JP	2028-03-20	holiday
JP	2028-04-29	holiday
JP	2028-05-03	holiday
JP	2028-05-04	holiday
JP	2028-05-05	holiday
JP	2028-07-17	holiday
JP	2028-08-11	holiday
JP	2028-09-18	holiday
JP	2028-09-22	holiday
JP	2028-10-09	holiday
JP	2028-11-03	holiday
JP	2028-11-23	holiday
JP	2029-01-01	holiday
JP	2029-01-08	holiday
JP	2029-02-11	holiday
JP	2029-02-23	holiday
JP	2029-03-20	holiday
JP	2029-04-29	holiday
JP	2029-05-03	holiday
JP	2029-05-04	holiday
JP	2029-05-05	holiday
JP	2029-07-16	holiday
JP	2029-08-11	holiday
JP	2029-09-17	holiday
JP	2029-09-23	holiday
JP	2029-10-08	holiday
JP	2029-11-03	holiday
JP	2029-11-23	holiday
JP	2030-01-01	holiday
JP	2030-01-14	holiday
JP	2030-02-11	holiday
JP	2030-02-23	holiday
JP	2030-03-20	holiday
JP	2030-04-29	holiday
JP	2030-05-03	holiday
JP	2030-05-04	holiday
JP	2030-05-05	holiday
JP	2030-07-15	holiday
JP	2030-08-11	holiday
JP	2030-09-16	holiday
JP	2030-09-23	holiday
JP	2030-10-14	holiday
JP	2030-11-03	holiday
JP	2030-11-23	holiday
JP	2031-01-01	holiday
JP	2031-01-13	holiday
JP	2031-02-11	holiday
JP	2031-02-23	holiday
JP	2031-03-21	holiday
JP	2031-04-29	holiday
JP	2031-05-03	holiday
JP	2031-05-04	holiday
JP	2031-05-05	holiday
JP	2031-07-21	holiday
JP	2031-08-11	holiday
JP	2031-09-15	holiday
JP	2031-09-23	holiday
JP	2031-10-13	holiday
JP	2031-11-03	holiday
JP	2031-11-23	holiday
JP	2032-01-01	holiday
JP	2032-01-12	holiday
JP	2032-02-11	holiday
JP	2032-02-23	holiday
JP	2032-03-20	holiday
JP	2032-04-29	holiday
JP	2032-05-03	holiday
JP	2032-05-04	holiday
JP	2032-05-05	holiday
JP	2032-07-19	holiday
JP	2032-08-11	holiday
JP	2032-09-20	holiday
JP	2032-09-22	holiday
JP	2032-10-11	holiday
JP	2032-11-03	holiday
JP	2032-11-23	holiday
JP	2033-01-01	holiday
JP	2033-01-10	holiday
JP	2033-02-11	holiday
JP	2033-02-23	holiday
JP	2033-03-20	holiday
JP	2033-04-29	holiday
JP	2033-05-03	holiday
JP	2033-05-04	holiday
JP	2033-05-05	holiday
JP	2033-07-18	holiday
JP	2033-08-11	holiday
JP	2033-09-19	holiday
JP	2033-09-23	holiday
JP	2033-10-10	holiday
JP	2033-11-03	holiday
JP	2033-11-23	holiday
JP	2034-01-01	holiday
JP	2034-01-09	holiday
JP	2034-02-11	holiday
JP	2034-02-23	holiday
JP	2034-03-20	holiday
JP	2034-04-29	holiday
JP	2034-05-03	holiday
JP	2034-05-04	holiday
JP	2034-05-05	holiday
JP	2034-07-17	holiday
JP	2034-08-11	holiday
JP	2034-09-18	holiday
JP	2034-09-23	holiday
JP	2034-10-09	holiday
JP	2034-11-03	holiday
JP	2034-11-23	holiday
JP	2035-01-01	holiday
JP	2035-01-08	holiday
JP	2035-02-11	holiday
JP	2035-02-23	holiday
JP	2035-03-21	holiday
JP	2035-04-29	holiday
JP	2035-05-03	holiday
JP	2035-05-04	holiday
JP	2035-05-05	holiday
JP	2035-07-16	holiday
JP	2035-08-11	holiday
JP	2035-09-17	holiday
JP	2035-09-23	holiday
JP	2035-10-08	holiday
JP	2035-11-03	holiday
JP	2035-11-23	holiday
KR	2019-01-01	holiday
KR	2019-03-01	holiday
KR	2019-05-05	holiday
KR	2019-06-06	holiday
KR	2019-08-15	holiday
KR	2019-10-03	holiday
KR	2019-10-09	holiday
KR	2019-12-25	holiday
KR	2020-01-01	holiday
KR	2020-03-01	holiday
KR	2020-05-05	holiday
KR	2020-06-06	holiday
KR	2020-08-15	holiday
KR	2020-10-03	holiday
KR	2020-10-09	holiday
KR	2020-12-25	holiday
KR	2021-01-01	holiday
KR	2021-03-01	holiday
KR	2021-05-05	holiday
KR	2021-06-06	holiday
KR	2021-08-15	holiday
KR	2021-10-03	holiday
KR	2021-10-09	holiday
KR	2021-12-25	holiday
KR	2022-01-01	holiday
KR	2022-03-01	holiday
KR	2022-05-05	holiday
KR	2022-06-06	holiday
KR	2022-08-15	holiday
KR	2022-10-03	holiday
KR	2022-10-09	holiday
KR	2022-12-25	holiday
KR	2023-01-01	holiday
KR	2023-03-01	holiday
KR	2023-05-05	holiday
KR	2023-06-06	holiday
KR	2023-08-15	holiday
KR	2023-10-03	holiday
KR	2023-10-09	holiday
KR	2023-12-25	holiday
KR	2024-01-01	holiday
KR	2024-03-01	holiday
KR	2024-05-05	holiday
KR	2024-06-06	holiday
KR	2024-08-15	holiday
KR	2024-10-03	holiday
KR	2024-10-09	holiday
KR	2024-12-25	holiday
KR	2025-01-01	holiday
KR	2025-03-01	holiday
KR	2025-05-05	holiday
KR	2025-06-06	holiday
KR	2025-08-15	holiday
KR	2025-10-03	holiday
KR	2025-10-09	holiday
KR	2025-12-25	holiday
KR	2026-01-01	holiday
KR	2026-03-01	holiday
KR	2026-05-05	holiday
KR	2026-06-06	holiday
KR	2026-08-15	holiday
KR	2026-10-03	holiday
KR	2026-10-09	holiday
KR	2026-12-25	holiday
KR	2027-01-01	holiday
KR	2027-03-01	holiday
KR	2027-05-05	holiday
KR	2027-06-06	holiday
KR	2027-08-15	holiday
KR	2027-10-03	holiday
KR	2027-10-09	holiday
KR	2027-12-25	holiday
KR	2028-01-01	holiday
KR	2028-03-01	holiday
KR	2028-05-05	holiday
KR	2028-06-06	holiday
KR	2028-08-15	holiday
KR	2028-10-03	holiday
KR	2028-10-09	holiday
KR	2028-12-25	holiday
KR	2029-01-01	holiday
KR	2029-03-01	holiday
KR	2029-05-05	holiday
KR	2029-06-06	holiday
KR	2029-08-15	holiday
KR	2029-10-03	holiday
KR	2029-10-09	holiday
KR	2029-12-25	holiday
KR	2030-01-01	holiday
KR	2030-03-01	holiday
KR	2030-05-05	holiday
KR	2030-06-06	holiday
KR	2030-08-15	holiday
KR	2030-10-03	holiday
KR	2030-10-09	holiday
KR	2030-12-25	holiday
KR	2031-01-01	holiday
KR	2031-03-01	holiday
KR	2031-05-05	holiday
KR	2031-06-06	holiday
KR	2031-08-15	holiday
KR	2031-10-03	holiday
KR	2031-10-09	holiday
KR	2031-12-25	holiday
KR	2032-01-01	holiday
KR	2032-03-01	holiday
KR	2032-05-05	holiday
KR	2032-06-06	holiday
KR	2032-08-15	holiday
KR	2032-10-03	holiday
KR	2032-10-09	holiday
KR	2032-12-25	holiday
KR	2033-01-01	holiday
KR	2033-03-01	holiday
KR	2033-05-05	holiday
KR	2033-06-06	holiday
KR	2033-08-15	holiday
KR	2033-10-03	holiday
KR	2033-10-09	holiday
KR	2033-12-25	holiday
KR	2034-01-01	holiday
KR	2034-03-01	holiday
KR	2034-05-05	holiday
KR	2034-06-06	holiday
KR	2034-08-15	holiday
KR	2034-10-03	holiday
KR	2034-10-09	holiday
KR	2034-12-25	holiday
KR	2035-01-01	holiday
KR	2035-03-01	holiday
KR	2035-05-05	holiday
KR	2035-06-06	holiday
KR	2035-08-15	holiday
KR	2035-10-03	holiday
KR	2035-10-09	holiday
KR	2035-12-25	holiday
MX	2019-01-01	holiday
MX	2019-02-04	holiday
MX	2019-03-18	holiday
MX	2019-05-01	holiday
MX	2019-09-16	holiday
MX	2019-11-18	holiday
MX	2019-12-25	holiday
MX	2020-01-01	holiday
MX	2020-02-03	holiday
MX	2020-03-16	holiday
MX	2020-05-01	holiday
MX	2020-09-16	holiday
MX	2020-11-16	holiday
MX	2020-12-25	holiday
MX	2021-01-01	holiday
MX	2021-02-01	holiday
MX	2021-03-15	holiday
MX	2021-05-01	holiday
MX	2021-09-16	holiday
MX	2021-11-15	holiday
MX	2021-12-25	holiday
MX	2022-01-01	holiday
MX	2022-02-07	holiday
MX	2022-03-21	holiday
MX	2022-05-01	holiday
MX	2022-09-16	holiday
MX	2022-11-21	holiday
MX	2022-12-25	holiday
MX	2023-01-01	holiday
MX	2023-02-06	holiday
MX	2023-03-20	holiday
MX	2023-05-01	holiday
MX	2023-09-16	holiday
MX	2023-11-20	holiday
MX	2023-12-25	holiday
MX	2024-01-01	holiday
MX	2024-02-05	holiday
MX	2024-03-18	holiday
MX	2024-05-01	holiday
MX	2024-09-16	holiday
MX	2024-11-18	holiday
MX	2024-12-25	holiday
MX	2025-01-01	holiday
MX	2025-02-03	holiday
MX	2025-03-17	holiday
MX	2025-05-01	holiday
MX	2025-09-16	holiday
MX	2025-11-17	holiday
MX	2025-12-25	holiday
MX	2026-01-01	holiday
MX	2026-02-02	holiday
MX	2026-03-16	holiday
MX	2026-05-01	holiday
MX	2026-09-16	holiday
MX	2026-11-16	holiday
MX	2026-12-25	holiday
MX	2027-01-01	holiday
MX	2027-02-01	holiday
MX	2027-03-15	holiday
MX	2027-05-01	holiday
MX	2027-09-16	holiday
MX	2027-11-15	holiday
MX	2027-12-25	holiday
MX	2028-01-01	holiday
MX	2028-02-07	holiday
MX	2028-03-20	holiday
MX	2028-05-01	holiday
MX	2028-09-16	holiday
MX	2028-11-20	holiday
MX	2028-12-25	holiday
MX	2029-01-01	holiday
MX	2029-02-05	holiday
MX	2029-03-19	holiday
MX	2029-05-01	holiday
MX	2029-09-16	holiday
MX	2029-11-19	holiday
MX	2029-12-25	holiday
MX	2030-01-01	holiday
MX	2030-02-04	holiday
MX	2030-03-18	holiday
MX	2030-05-01	holiday
MX	2030-09-16	holiday
MX	2030-11-18	holiday
MX	2030-12-25	holiday
MX	2031-01-01	holiday
MX	2031-02-03	holiday
MX	2031-03-17	holiday
MX	2031-05-01	holiday
MX	2031-09-16	holiday
MX	2031-11-17	holiday
MX	2031-12-25	holiday
MX	2032-01-01	holiday
MX	2032-02-02	holiday
MX	2032-03-15	holiday
MX	2032-05-01	holiday
MX	2032-09-16	holiday
MX	2032-11-15	holiday
MX	2032-12-25	holiday
MX	2033-01-01	holiday
MX	2033-02-07	holiday
MX	2033-03-21	holiday
MX	2033-05-01	holiday
MX	2033-09-16	holiday
MX	2033-11-21	holiday
MX	2033-12-25	holiday
MX	2034-01-01	holiday
MX	2034-02-06	holiday
MX	2034-03-20	holiday
MX	2034-05-01	holiday
MX	2034-09-16	holiday
MX	2034-11-20	holiday
MX	2034-12-25	holiday
MX	2035-01-01	holiday
MX	2035-02-05	holiday
MX	2035-03-19	holiday
MX	2035-05-01	holiday
MX	2035-09-16	holiday
MX	2035-11-19	holiday
MX	2035-12-25	holiday
NL	2019-01-01	holiday
NL	2019-04-19	holiday
NL	2019-04-22	holiday
NL	2019-04-27	holiday
NL	2019-05-30	holiday
NL	2019-06-10	holiday
NL	2019-12-25	holiday
NL	2019-12-26	holiday
NL	2020-01-01	holiday
NL	2020-04-10	holiday
NL	2020-04-13	holiday
NL	2020-04-27	holiday
NL	2020-05-21	holiday
NL	2020-06-01	holiday
NL	2020-12-25	holiday
NL	2020-12-26	holiday
NL	2021-01-01	holiday
NL	2021-04-02	holiday
NL	2021-04-05	holiday
NL	2021-04-27	holiday
NL	2021-05-13	holiday
NL	2021-05-24	holiday
NL	2021-12-25	holiday
NL	2021-12-26	holiday
NL	2022-01-01	holiday
NL	2022-04-15	holiday
NL	2022-04-18	holiday
NL	2022-04-27	holiday
NL	2022-05-26	holiday
NL	2022-06-06	holiday
NL	2022-12-25	holiday
NL	2022-12-26	holiday
NL	2023-01-01	holiday
NL	2023-04-07	holiday
NL	2023-04-10	holiday
NL	2023-04-27	holiday
NL	2023-05-18	holiday
NL	2023-05-29	holiday
NL	2023-12-25	holiday
NL	2023-12-26	holiday
NL	2024-01-01	holiday
NL	2024-03-29	holiday
NL	2024-04-01	holiday
NL	2024-04-27	holiday
NL	2024-05-09	holiday
NL	2024-05-20	holiday
NL	2024-12-25	holiday
NL	2024-12-26	holiday
NL	2025-01-01	holiday
NL	2025-04-18	holiday
NL	2025-04-21	holiday
NL	2025-04-27	holiday
NL	2025-05-29	holiday
NL	2025-06-09	holiday
NL	2025-12-25	holiday
NL	2025-12-26	holiday
NL	2026-01-01	holiday
NL	2026-04-03	holiday
NL	2026-04-06	holiday
NL	2026-04-27	holiday
NL	2026-05-14	holiday
NL	2026-05-25	holiday
NL	2026-12-25	holiday
NL	2026-12-26	holiday
NL	2027-01-01	holiday
NL	2027-03-26	holiday
NL	2027-03-29	holiday
NL	2027-04-27	holiday
NL	2027-05-06	holiday
NL	2027-05-17	holiday
NL	2027-12-25	holiday
NL	2027-12-26	holiday
NL	2028-01-01	holiday
NL	2028-04-14	holiday
NL	2028-04-17	holiday
NL	2028-04-27	holiday
NL	2028-05-25	holiday
NL	2028-06-05	holiday
NL	2028-12-25	holiday
NL	2028-12-26	holiday
NL	2029-01-01	holiday
NL	2029-03-30	holiday
NL	2029-04-02	holiday
NL	2029-04-27	holiday
NL	2029-05-10	holiday
NL	2029-05-21	holiday
NL	2029-12-25	holiday
NL	2029-12-26	holiday
NL	2030-01-01	holiday
NL	2030-04-19	holiday
NL	2030-04-22	holiday
NL	2030-04-27	holiday
NL	2030-05-30	holiday
NL	2030-06-10	holiday
NL	2030-12-25	holiday
NL	2030-12-26	holiday
NL	2031-01-01	holiday
NL	2031-04-11	holiday
NL	2031-04-14	holiday
NL	2031-04-27	holiday
NL	2031-05-22	holiday
NL	2031-06-02	holiday
NL	2031-12-25	holiday
NL	2031-12-26	holiday
NL	2032-01-01	holiday
NL	2032-03-26	holiday
NL	2032-03-29	holiday
NL	2032-04-27	holiday
NL	2032-05-06	holiday
NL	2032-05-17	holiday
NL	2032-12-25	holiday
NL	2032-12-26	holiday
NL	2033-01-01	holiday
NL	2033-04-15	holiday
NL	2033-04-18	holiday
NL	2033-04-27	holiday
NL	2033-05-26	holiday
NL	2033-06-06	holiday
NL	2033-12-25	holiday
NL	2033-12-26	holiday
NL	2034-01-01	holiday
NL	2034-04-07	holiday
NL	2034-04-10	holiday
NL	2034-04-27	holiday
NL	2034-05-18	holiday
NL	2034-05-29	holiday
NL	2034-12-25	holiday
NL	2034-12-26	holiday
NL	2035-01-01	holiday
NL	2035-03-23	holiday
NL	2035-03-26	holiday
NL	2035-04-27	holiday
NL	2035-05-03	holiday
NL	2035-05-14	holiday
NL	2035-12-25	holiday
NL	2035-12-26	holiday
NZ	2019-01-01	holiday
NZ	2019-01-02	holiday
NZ	2019-02-06	holiday
NZ	2019-04-19	holiday
NZ	2019-04-22	holiday
NZ	2019-04-25	holiday
NZ	2019-06-03	holiday
NZ	2019-10-28	holiday
NZ	2019-12-25	holiday
NZ	2019-12-26	holiday
NZ	2020-01-01	holiday
NZ	2020-01-02	holiday
NZ	2020-02-06	holiday
NZ	2020-04-10	holiday
NZ	2020-04-13	holiday
NZ	2020-04-25	holiday
NZ	2020-06-01	holiday
NZ	2020-10-26	holiday
NZ	2020-12-25	holiday
NZ	2020-12-26	holiday
NZ	2021-01-01	holiday
NZ	2021-01-02	holiday
NZ	2021-02-06	holiday
NZ	2021-04-02	holiday
NZ	2021-04-05	holiday
NZ	2021-04-25	holiday
NZ	2021-06-07	holiday
NZ	2021-10-25	holiday
NZ	2021-12-25	holiday
NZ	2021-12-26	holiday
NZ	2022-01-01	holiday
NZ	2022-01-02	holiday
NZ	2022-02-06	holiday
NZ	2022-04-15	holiday
NZ	2022-04-18	holiday
NZ	2022-04-25	holiday
NZ	2022-06-06	holiday
NZ	2022-10-24	holiday
NZ	2022-12-25	holiday
NZ	2022-12-26	holiday
NZ	2023-01-01	holiday
NZ	2023-01-02	holiday
NZ	2023-02-06	holiday
NZ	2023-04-07	holiday
NZ	2023-04-10	holiday
NZ	2023-04-25	holiday
NZ	2023-06-05	holiday
NZ	2023-10-23	holiday
NZ	2023-12-25	holiday
NZ	2023-12-26	holiday
NZ	2024-01-01	holiday
NZ	2024-01-02	holiday
NZ	2024-02-06	holiday
NZ	2024-03-29	holiday
NZ	2024-04-01	holiday
NZ	2024-04-25	holiday
NZ	2024-06-03	holiday
NZ	2024-10-28	holiday
NZ	2024-12-25	holiday
NZ	2024-12-26	holiday
NZ	2025-01-01	holiday
NZ	2025-01-02	holiday
NZ	2025-02-06	holiday
NZ	2025-04-18	holiday
NZ	2025-04-21	holiday
NZ	2025-04-25	holiday
NZ	2025-06-02	holiday
NZ	2025-10-27	holiday
NZ	2025-12-25	holiday
NZ	2025-12-26	holiday
NZ	2026-01-01	holiday
NZ	2026-01-02	holiday
NZ	2026-02-06	holiday
NZ	2026-04-03	holiday
NZ	2026-04-06	holiday
NZ	2026-04-25	holiday
NZ	2026-06-01	holiday
NZ	2026-10-26	holiday
NZ	2026-12-25	holiday
NZ	2026-12-26	holiday
NZ	2027-01-01	holiday
NZ	2027-01-02	holiday
NZ	2027-02-06	holiday
NZ	2027-03-26	holiday
NZ	2027-03-29	holiday
NZ	2027-04-25	holiday
NZ	2027-06-07	holiday
NZ	2027-10-25	holiday
NZ	2027-12-25	holiday
NZ	2027-12-26	holiday
NZ	2028-01-01	holiday
NZ	2028-01-02	holiday
NZ	2028-02-06	holiday
NZ	2028-04-14	holiday
NZ	2028-04-17	holiday
NZ	2028-04-25	holiday
NZ	2028-06-05	holiday
NZ	2028-10-23	holiday
NZ	2028-12-25	holiday
NZ	2028-12-26	holiday
NZ	2029-01-01	holiday
NZ	2029-01-02	holiday
NZ	2029-02-06	holiday
NZ	2029-03-30	holiday
NZ	2029-04-02	holiday
NZ	2029-04-25	holiday
NZ	2029-06-04	holiday
NZ	2029-10-22	holiday
NZ	2029-12-25	holiday
NZ	2029-12-26	holiday
NZ	2030-01-01	holiday
NZ	2030-01-02	holiday
NZ	2030-02-06	holiday
NZ	2030-04-19	holiday
NZ	2030-04-22	holiday
NZ	2030-04-25	holiday
NZ	2030-06-03	holiday
NZ	2030-10-28	holiday
NZ	2030-12-25	holiday
NZ	2030-12-26	holiday
NZ	2031-01-01	holiday
NZ	2031-01-02	holiday
NZ	2031-02-06	holiday
NZ	2031-04-11	holiday
NZ	2031-04-14	holiday
NZ	2031-04-25	holiday
NZ	2031-06-02	holiday
NZ	2031-10-27	holiday
NZ	2031-12-25	holiday
NZ	2031-12-26	holiday
NZ	2032-01-01	holiday
NZ	2032-01-02	holiday
NZ	2032-02-06	holiday
NZ	2032-03-26	holiday
NZ	2032-03-29	holiday
NZ	2032-04-25	holiday
NZ	2032-06-07	holiday
NZ	2032-10-25	holiday
NZ	2032-12-25	holiday
NZ	2032-12-26	holiday
NZ	2033-01-01	holiday
NZ	2033-01-02	holiday
NZ	2033-02-06	holiday
NZ	2033-04-15	holiday
NZ	2033-04-18	holiday
NZ	2033-04-25	holiday
NZ	2033-06-06	holiday
NZ	2033-10-24	holiday
NZ	2033-12-25	holiday
NZ	2033-12-26	holiday
NZ	2034-01-01	holiday
NZ	2034-01-02	holiday
NZ	2034-02-06	holiday
NZ	2034-04-07	holiday
NZ	2034-04-10	holiday
NZ	2034-04-25	holiday
NZ	2034-06-05	holiday
NZ	2034-10-23	holiday
NZ	2034-12-25	holiday
NZ	2034-12-26	holiday
NZ	2035-01-01	holiday
NZ	2035-01-02	holiday
NZ	2035-02-06	holiday
NZ	2035-03-23	holiday
NZ	2035-03-26	holiday
NZ	2035-04-25	holiday
NZ	2035-06-04	holiday
NZ	2035-10-22	holiday
NZ	2035-12-25	holiday
NZ	2035-12-26	holiday
PL	2019-01-01	holiday
PL	2019-01-06	holiday
PL	2019-04-22	holiday
PL	2019-05-01	holiday
PL	2019-05-03	holiday
PL	2019-06-20	holiday
PL	2019-08-15	holiday
PL	2019-11-01	holiday
PL	2019-11-11	holiday
PL	2019-12-25	holiday
PL	2019-12-26	holiday
PL	2020-01-01	holiday
PL	2020-01-06	holiday
PL	2020-04-13	holiday
PL	2020-05-01	holiday
PL	2020-05-03	holiday
PL	2020-06-11	holiday
PL	2020-08-15	holiday
PL	2020-11-01	holiday
PL	2020-11-11	holiday
PL	2020-12-25	holiday
PL	2020-12-26	holiday
PL	2021-01-01	holiday
PL	2021-01-06	holiday
PL	2021-04-05	holiday
PL	2021-05-01	holiday
PL	2021-05-03	holiday
PL	2021-06-03	holiday
PL	2021-08-15	holiday
PL	2021-11-01	holiday
PL	2021-11-11	holiday
PL	2021-12-25	holiday
PL	2021-12-26	holiday
PL	2022-01-01	holiday
PL	2022-01-06	holiday
PL	2022-04-18	holiday
PL	2022-05-01	holiday
PL	2022-05-03	holiday
PL	2022-06-16	holiday
PL	2022-08-15	holiday
PL	2022-11-01	holiday
